reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email,customer_group,customer_section,supplier_group,supplier_section,customer_group_name,customer_section_name,supplier_group_name,supplier_section_name
№ 1781308525026000236,108565308,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1056112.37,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИМКОМ"" (ООО ""МЕДИМКОМ"")",7810308251.0,781401001.0,,7810308251,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2482500508526000087,108170976,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,11920600.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФК ГРАНД КАПИТАЛ"" (ООО ""ФК ГРАНД КАПИТАЛ"")КПП крупнейшегоналогоплательщика:",7729418511.0,771401001.0,,7729418511,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 1771202031325000107,102088742,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОРИГИНАЛЬНЫХ И ПЕРСПЕКТИВНЫХ БИОМЕДИЦИНСКИХ И ФАРМАЦЕВТИЧЕСКИХ ТЕХНОЛОГИЙ""",569000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМИОН"" (ООО ""ДОМИОН"")",7325101188.0,732501001.0,,7325101188,,21,C,46,G,Производство лекарств,Обрабатывающие производства,Оптовая торговля,Торговля оптовая и розничная
№ 2470303270123000309,88555886,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ВСЕВОЛОЖСКАЯ КЛИНИЧЕСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""",494521.68,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"" (АО ""УК ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"")",4704077078.0,470401001.0,,4704077078,,86,Q,81,N,Здравоохранение,Здравоохранение и социальные услуги,Обслуживание зданий и территорий,Административная деятельность
№ 2442900140025000003,97387556,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЧУХЛОМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",186967.44,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИГОН"" (ООО ""ПОЛИГОН"")",4403005619.0,440301001.0,,4403005619,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2263502842926000074,107267861,Исполнение завершено,"ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""СТАВРОПОЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ ИНСТИТУТ"" В Г. ЖЕЛЕЗНОВОДСКЕ",670000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""СТАТУС"" (ООО ЧОП ""СТАТУС"")",2626014814.0,262601001.0,,2626014814,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 3680300082725000043,109200435,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЖЕРДЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",19948.67,ТИХОНОВ ОЛЕГ ОЛЕГОВИЧ,5835048237.0,,,583504823719,,85,P,IP,IP,Образование,Образование,ИП / Физлицо,ИП / Физлицо
№ 2592103592025000524,105578686,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ЧУСОВСКАЯ БОЛЬНИЦА ИМЕНИ В.Г. ЛЮБИМОВА""",1610994.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИАС"" (ООО ""МЕДИАС"")",5903031337.0,590301001.0,,5903031337,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3910206791726000013,108513067,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА №4 ""ЛАСТОЧКА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ СИМФЕРОПОЛЬ РЕСПУБЛИКИ КРЫМ",20100.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЫМСКИЙ МОЛОЧНИК"" (ООО ""КРЫМСКИЙ МОЛОЧНИК"")",9105003421.0,910501001.0,,9105003421,,85,P,10,C,Образование,Образование,Производство пищевых продуктов,Обрабатывающие производства
№ 2420538587026000184,108819461,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКИЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР ИМЕНИ М.С. РАППОПОРТА""",207570.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФК ГРАНД КАПИТАЛ"" (ООО ""ФК ГРАНД КАПИТАЛ"")КПП крупнейшегоналогоплательщика:",7729418511.0,771401001.0,,7729418511,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2320100032725000128,98388490,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКФАРМАЦИЯ""",43999200.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОРФАРМ"" (ООО ""АЛЬКОРФАРМ"")",7714474016.0,771401001.0,,7714474016,,21,C,21,C,Производство лекарств,Обрабатывающие производства,Производство лекарств,Обрабатывающие производства
№ 2526102285826000016,107910141,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 1 ПРИОКСКОГО РАЙОНА Г. НИЖНЕГО НОВГОРОДА""",245853.85,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НБТ"" (ООО ""НБТ"")",5258138323.0,525701001.0,,5258138323,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2482500508526000074,108079658,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,19084019.57,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")КПП крупнейшегоналогоплательщика:",274110679.0,500801001.0,,0274110679,,84,O,21,C,Государственное управление,Государственное управление и безопасность,Производство лекарств,Обрабатывающие производства
№ 2745313582726000672,108685721,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ,799800.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РБ ТРЕЙД"" (ООО ""РБ ТРЕЙД"")",3811466976.0,770301001.0,,3811466976,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3232800558926000268,108837713,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВЫСЕЛКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ ЗАСЛУЖЕННОГО ВРАЧА РФ В.Ф. ДОЛГОПОЛОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",37632.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИПАЛ-ОНКО"" (ООО ""МЕДИПАЛ-ОНКО"")",7701213835.0,770101001.0,,7701213835,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 1770865288826000673,109018347,Исполнение завершено,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""РОССИЙСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ЦЕНТР"" ПО КРАСНОДАРСКОМУ КРАЮ",598850.0,ГОМЗЯКОВ ДЕНИС ВИКТОРОВИЧ,4520014965.0,,,452001496518,,01,A,IP,IP,Растениеводство и животноводство,"Сельское хозяйство, охота, лесоводство, рыболовство",ИП / Физлицо,ИП / Физлицо
№ 2772605038926000150,108975048,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ИМ. Н. А. АЛЕКСЕЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",601720.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМПУЛЬС"" (ООО ""ФАРМПУЛЬС"")",3906361192.0,390601001.0,,3906361192,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 3225900042826000047,108692485,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА НЕМЕЦКОГО НАЦИОНАЛЬНОГО РАЙОНА""",127000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДТЕРРИТОРИЯ"" (ООО ""МЕДТЕРРИТОРИЯ"")",9721172683.0,772101001.0,,9721172683,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2631819736726001092,108801527,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""САМАРАФАРМАЦИЯ""",2008219.7,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИМАФАРМ"" (ООО ""ПРИМАФАРМ"")",9731038990.0,773401001.0,,9731038990,,21,C,21,C,Производство лекарств,Обрабатывающие производства,Производство лекарств,Обрабатывающие производства
№ 2720216180726000042,107474560,Исполнение завершено,ДЕПАРТАМЕНТ ЗДРАВООХРАНЕНИЯ ТЮМЕНСКОЙ ОБЛАСТИ,69021400.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭПИДБИОМЕД-ИМПЭКС"" (ООО ""ЭПИДБИОМЕД-ИМПЭКС"")",7723503707.0,772301001.0,,7723503707,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2320100032725000240,99089143,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКФАРМАЦИЯ""",3223998.96,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИПАЛ-ОНКО"" (ООО ""МЕДИПАЛ-ОНКО"")КПП крупнейшегоналогоплательщика:",7701213835.0,770101001.0,,7701213835,,21,C,46,G,Производство лекарств,Обрабатывающие производства,Оптовая торговля,Торговля оптовая и розничная
№ 3760900112325000004,108249318,Исполнение завершено,АДМИНИСТРАЦИЯ РОСТОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЯРОСЛАВСКОЙ ОБЛАСТИ,194400.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-СЕРВИС ЯРОСЛАВЛЬ"" (ООО ""ГАРАНТ-СЕРВИС ЯРОСЛАВЛЬ"")",7603025304.0,760201001.0,,7603025304,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2372802598326000053,107547030,Исполнение завершено,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИВАНОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",1454179.79,ЕГОРОВ АНТОН ВЛАДИМИРОВИЧ,6915042516.0,,,691504251665,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 1781308525026000247,108663954,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",162000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСМЕДТОРГ"" (ООО ""РУСМЕДТОРГ"")",5252026670.0,525701001.0,,5252026670,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 1100600422926000039,108654140,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ КАРЕЛИЯ""",36530.0,ЦЫПИЛЕВА АНАСТАСИЯ АЛЕКСЕЕВНА,1012017216.0,,,101201721670,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2312402097526000322,108694030,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БЕЛГОРОДСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА СВЯТИТЕЛЯ ИОАСАФА""",179996.4,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛАНЦЕТ"" (АО ""ЛАНЦЕТ"")КПП крупнейшегоналогоплательщика:",7718538045.0,770901001.0,,7718538045,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
